QuesSimText,AnsSimText,Position Title,topic,cluster,positive_percentage,BU,Experience,Attr 3,Age,Attr 5,City,Attr7*
你认为你所在的产品或项目最需要什么人才，才能够成功？为什么？比如，深刻理解市场的产品经理，技术大牛，开发，测试，运维，销售等等？,"我觉得团队目前有合适的人员配置,但需要更长的时间产出稳定有效的版本,让团队可以真正地own一个business.",Software Architect,project,4.0,1.0,BU2,4.0,1.0,a2,1.0,Shanghai,S9
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,能持续增强对专业领域知识的理解和判断力,Software Architect,transformation,11.0,0.5,BU2,4.0,1.0,a2,1.0,Shanghai,S9
"If you could take money from one part of the company and give it to another part of the company, what would you do?","i don't know, but i think websphere commerce/managed hosted can still deserve more resource considering the requirements from the market.",Software Architect,company management,1.0,0.75,BU2,4.0,1.0,a2,1.0,Shanghai,S9
"If IBM was a person, what would be its greatest fear?",the fear from a giant is always from internal. there's never a fear if the giant can set up the correct direction and keep going.,Software Architect,IBM,3.0,0.5,BU2,4.0,1.0,a2,1.0,Shanghai,S9
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,8,Software Developer,learn+technique,8.0,0.5,BU2,4.0,0.0,a2,1.0,Shanghai,S10
你最喜欢的Whitewater工具是什么？,www.safaribooksonline.com,Software Developer,others,12.0,0.5,BU2,4.0,0.0,a2,1.0,Shanghai,S10
What u like the most about the work and what you hate the most?,love the talented and diligent brothers and sisters most. hate the stupid and unnecessary process most.,Software Developer,work,0.0,0.5142857142857142,BU2,4.0,0.0,a2,1.0,Shanghai,S10
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,不建议带儿童来公司，只会打扰别人办公。临时可以申请在家上班照顾小孩。长期的话，只能自己解决了。,Software Developer,company management,1.0,0.0,BU2,3.0,1.0,a4,1.0,Shanghai,S7
Do you like our new Agile Open Office?,不好意思，这个是北京的一个新agile place吗？身在上海的我好像都不知道：（,Software Release Manager,environment+agile,10.0,0.5,BU2,3.0,0.0,a3,0.0,Shanghai,S11
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,一周8小时,Software Release Manager,learn+technique,8.0,0.5,BU2,3.0,0.0,a3,0.0,Shanghai,S11
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,客户更加重要，business driven的公司,Software Release Manager,transformation,11.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,客户更加重要，ibm是business为导向的公司,Software Release Manager,transformation,11.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,自由，自制，信息公开,Software Release Manager,engineer,6.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
你希望工作环境发生的一个小改变是什么？,少一些survey,Software Release Manager,environment+agile,10.0,0.5,BU2,3.0,0.0,a3,0.0,Shanghai,S11
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,"作为culture transformation jam owner, 我希望尽自己的绵薄之力为cdl转型出一份力，我相信星星之火可以燎原，我们草根工程师有无限的潜力，因为我们已经在改变世界! - 转变自己，转变cdl!",Software Release Manager,transformation,11.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,我希望提高自己对最新技术的深入了解,Software Release Manager,transformation,11.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
让你留在IBM的三个原因是什么？,"work life balance, 周围的人优秀, 技术领先，思想领先",Software Release Manager,IBM,3.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
你觉得开源软件会带给企业什么改变？,更加开放，但是同时也提出更高的要求，足够好才能吸引别人的参与,Software Release Manager,open source,9.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
"David Kenny在上午的TownHall上说""Powerpoint is neither powerful or pointed"". 你怎么看？",我们花太多时间去polish deck，而不是实质内容了。powerpoint已经变成了ibm的日常工作的一部分了，尤其是在review的时候。,Software Release Manager,others,12.0,0.5,BU2,3.0,0.0,a3,0.0,Shanghai,S11
What u like the most about the work and what you hate the most?,"what i like most is the sense of achievement, what i hate most is feeling useless and boring...",Software Release Manager,work,0.0,0.37,BU2,3.0,0.0,a3,0.0,Shanghai,S11
最近一个月，哪件上班时发生的小事让你觉得苦恼？,会议太多,Software Release Manager,work,0.0,0.5,BU2,3.0,0.0,a3,0.0,Shanghai,S11
你希望公司管理层（BUE及以上，包括CDL或CDL外）应该继续做什么（keep doing）？,希望更多的在lab倡导浓厚的技术氛围，希望我们的bue们对市场客户有更深的洞见，引领我们的团队做出更符合市场需要的产品和项目。,Software Release Manager,company management,1.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
What is the most challenging thing in your work in the past 6 months?,在自己的工作中找到value，对自己，对组织。,Software Release Manager,work,0.0,0.5,BU2,3.0,0.0,a3,0.0,Shanghai,S11
"If you could take money from one part of the company and give it to another part of the company, what would you do?",理想中，我希望一切回归本职。crl只负责研究，不用打客户，养自己。cdl只负责提供最好的技术。但是最重要的一点是，offering mgmt team或者uplines 可以定义规划真正市场需要的产品。,Software Release Manager,company management,1.0,1.0,BU2,3.0,0.0,a3,0.0,Shanghai,S11
你希望公司管理层（BUE及以上，包括CDL或CDL外）应该停止做什么（stop doing）？,"希望ww停止频繁的reorg, 希望lab适量减少integrity相关的会议，相信我们的engineer已经都有这根弦了。希望更专注于推出一些市场喜欢的产品。",Software Release Manager,company management,1.0,0.7647058823529411,BU2,3.0,0.0,a3,0.0,Shanghai,S11
在工作中，觉得哪些技术是在外界都在使用，而我们却没有利用的,"我认为ibm在技术上还是比较领先的，业界最新的比较成熟的技术都在使用。比如bluemix拥抱k8s。但是我觉得问题不在于技术的使用，可能更多是打造客户真正需要的产品上还有欠缺,比如云转型过猛。just my cents，欢迎大家讨论。",Software Release Manager,work+technique,7.0,0.875,BU2,3.0,0.0,a3,0.0,Shanghai,S11
你心目中的技术大牛是谁？那项技术？为什么？,"andrew ng. deep learning - it is the light and hope of future, in multiple areas, especially internet industry.",Software Developer,technique,2.0,0.54,BU2,3.0,1.0,a2,1.0,Shanghai,S4
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,>= 10hrs,Software Developer,learn+technique,8.0,0.5,BU2,3.0,1.0,a2,1.0,Shanghai,S5
你心目中的技术大牛是谁？那项技术？为什么？,柯国霖(lightgbm作者)，陈天奇(xgboost),Software Developer,technique,2.0,0.5,BU2,3.0,1.0,a2,1.0,Shanghai,S5
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,呵呵了,Software Developer,company management,1.0,0.5,BU2,3.0,1.0,a2,1.0,Shanghai,S5
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,5 hours per week,Software Developer,learn+technique,8.0,0.5,BU2,3.0,1.0,a2,1.0,Shanghai,S8
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,安全隐患确实存在，有时候也会觉得影响大家工作。感觉比较好的解决方法是如果不得不需要照顾小孩，可以申请临时work at home，实在没有办法，家长一定要起到监护作用，不要再office疯跑，大声喧哗，影响别人。,Software Developer,company management,1.0,0.16666666666666666,BU2,2.0,1.0,a4,1.0,Beijing,S8
你心目中的技术大牛是谁？那项技术？为什么？,尤雨溪 vue.js的作者 框架特点非常易用和灵活，不错的性能。,Software Developer,technique,2.0,1.0,BU2,2.0,1.0,a3,1.0,Shanghai,S3
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,带孩子来上班是咱们公司的一大特色，是人性化的体现，但吵闹的孩子确实或多或少的影响了周围同事的工作。专门准备一块区域是个不错的选择。,Software Developer,company management,1.0,0.5714285714285714,BU2,2.0,1.0,a3,0.0,Beijing,S1
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,十小时,Software Developer,learn+technique,8.0,0.5,BU2,2.0,1.0,a2,0.0,Shanghai,S7
如何才能在Lab工作的每一天都有好心情,有事情做，然后对自己有提升,Software Developer,work,0.0,1.0,BU2,2.0,1.0,a2,0.0,Shanghai,S7
你心目中的技术大牛是谁？那项技术？为什么？,geoffrey hinton,Software Developer,technique,2.0,0.5,BU2,2.0,1.0,a2,0.0,Shanghai,S7
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,一周6小时,Software Test Specialist,learn+technique,8.0,0.5,BU2,2.0,1.0,a2,0.0,Shanghai,S9
你最喜欢的Whitewater工具是什么？,"safari books, slack channel",Software Developer,others,12.0,0.5,BU2,2.0,1.0,a2,0.0,Beijing,S4
你希望工作环境发生的一个小改变是什么？,增加运动器材，定期更新工程师书架,Software Developer,environment+agile,10.0,0.5,BU2,2.0,1.0,a2,0.0,Beijing,S4
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,平等，信任，尊重,Software Developer,engineer,6.0,1.0,BU2,2.0,1.0,a1,1.0,Shanghai,S2
你觉得IBM是技术导向的么？,你猜你猜你猜猜猜,Software Developer,IBM,3.0,0.5,BU2,1.0,1.0,a1,0.0,Shanghai,S2
如何才能在Lab工作的每一天都有好心情,大家关系融洽快乐,Software Developer,work,0.0,1.0,BU2,1.0,1.0,a1,0.0,Shanghai,S2
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,不确定，一般在4小时以上,Software Developer,learn+technique,8.0,0.5,BU2,1.0,1.0,a1,0.0,Shanghai,S2
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,严谨、细致、可靠,Software Developer,engineer,6.0,1.0,BU2,1.0,1.0,a1,1.0,Shanghai,S3
Do you love IBM?,"ya. once an ibmer,always an ibmer.",Software Developer,IBM,3.0,0.5,BU2,1.0,1.0,a1,1.0,Shanghai,S3
如何才能在Lab工作的每一天都有好心情,"have a harmonious, interesting and lovely team~",Software Developer,work,0.0,0.75,BU2,1.0,1.0,a0,0.0,Shanghai,S0
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,有更好的处理工作和人际关系的能力，和不同的人一起做不同的事，在不同的方面都有所改变。突破自己的舒适区域，直面一直逃避的困难，尝试很多不同的事情。,Software Developer,transformation,11.0,0.5,BU2,1.0,1.0,a0,0.0,Shanghai,S0
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,"实验室的工作性质与security 要求比一班办公室高, user 提的需求其实应该由hr 统一来回复可行性. 若是强行开放, 将增加管理成本, 显性的成本例如设备破坏等等, 隐性的成本例如会议的干扰. 家长们的暑期困扰应寻求当地政府的社会福利, 育幼托儿政策, 而非比所有需求都丢到公司来解决.",Business Analyst,company management,1.0,0.2,BU3,3.0,0.0,a4,1.0,Taipei,S15
你最不能忍受的功能是？ （登录慢， 表单填好不能submit，单选框不能点文字选中，etc.）,"系统通知信该发信的时候没发信, 或者延迟发信造成更多邮件沟通",Business Analyst,others,12.0,0.0,BU3,3.0,0.0,a4,1.0,Taipei,S15
OSPF的哪个系统最需要改进？,"登入时, browser 显示此网站不安全, 长年下来连国外的bso revalidation manager 都不敢登入了",Business Analyst,others,12.0,0.5,BU3,3.0,0.0,a4,1.0,Taipei,S15
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,just share a news for reference: http://news.eastday.com/s/20170819/u1a13205633.html,Compliance Audit & Risk Assure,company management,1.0,0.5,BU3,3.0,1.0,a3,1.0,Taipei,S11
Do you like our new Agile Open Office?,喜欢,Software Developer,environment+agile,10.0,1.0,BU3,3.0,1.0,a3,0.0,Beijing,S8
你和你的团队现在士气如何？,士气良好，积极的人是大多数,Software Developer,team,5.0,1.0,BU3,3.0,1.0,a3,0.0,Beijing,S8
OSPF的哪个系统最需要改进？,sdcm and bso access; 另外 login 会出现 insecure 很多人在问,Infrastructure Specialist,others,12.0,0.5,BU3,2.0,1.0,a5,1.0,Taipei,S4
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),团队合作，工匠精神，激励创新,Software Developer,engineer,6.0,1.0,BU3,2.0,1.0,a2,1.0,Ningbo,S5
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,每天一小时,Software Developer,learn+technique,8.0,0.5,BU3,2.0,1.0,a2,1.0,Ningbo,S5
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,自由，平等，创新,Software Developer,engineer,6.0,1.0,BU3,2.0,1.0,a2,1.0,Ningbo,S5
你希望工作环境发生的一个小改变是什么？,站着写代码,Software Developer,environment+agile,10.0,0.5,BU3,2.0,1.0,a2,1.0,Ningbo,S5
让你留在IBM的三个原因是什么？,平等、自由、尊重,Software Developer,IBM,3.0,1.0,BU3,2.0,1.0,a2,1.0,Ningbo,S5
你觉得开源软件会带给企业什么改变？,知道什么场景用商业软件，什么时候用开源,Software Developer,open source,9.0,0.5,BU3,2.0,1.0,a2,1.0,Ningbo,S5
在你的工作范畴中，有可以接触到的技术大牛吗？是谁？,很少,Software Developer,work+technique,7.0,0.5,BU3,2.0,1.0,a2,1.0,Ningbo,S5
你有机会应用你喜欢的技术到你的日常开发中吗？,会啊，但也要想办法说服leader,Software Developer,technique,2.0,1.0,BU3,2.0,1.0,a2,1.0,Ningbo,S5
最近一个月，哪件上班时发生的小事让你觉得苦恼？,接手一个维护项目，但是搭环境所需要的软件已经sunset找不到了,Software Developer,work,0.0,0.5,BU3,2.0,1.0,a2,1.0,Ningbo,S5
你参加过最大的项目，有多少人同时工作？,5人,Software Developer,project,4.0,0.5,BU3,2.0,1.0,a2,1.0,Ningbo,S5
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),带小朋友来上班没有问题，但是家长要对在办公区的小朋友的行为负责。保证周边同事工作不受打扰，公共享品不受损坏。,Business Operations Specialist,engineer,6.0,0.6666666666666666,BU3,1.0,1.0,a1,0.0,Beijing,S0
你希望工作环境发生的一个小改变是什么？,办公区色彩明亮一些,Business Operations Specialist,environment+agile,10.0,1.0,BU3,1.0,1.0,a1,0.0,Beijing,S0
Any ideas on team building in Sep? To enjoy BJ's autumn,mountain climbing!,Business Operations Specialist,team,5.0,0.5,BU3,1.0,1.0,a1,0.0,Beijing,S0
你最不能忍受的功能是？ （登录慢， 表单填好不能submit，单选框不能点文字选中，etc.）,表单填好不能submit,Business Operations Specialist,others,12.0,0.0,BU3,1.0,1.0,a1,0.0,Beijing,S0
最近一个月，哪件上班时发生的小事让你觉得苦恼？,遇到其他team 态度蛮横不讲道理的同事,Business Operations Specialist,work,0.0,0.0,BU3,1.0,1.0,a1,0.0,Beijing,S0
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,公司是工作场所，并不能提供专业的幼教服务,Administrative Staff Professio,company management,1.0,0.0,BU3,1.0,1.0,a1,0.0,Beijing,S1
你最不能忍受的功能是？ （登录慢， 表单填好不能submit，单选框不能点文字选中，etc.）,登录慢,Administrative Staff Professio,others,12.0,0.0,BU3,1.0,1.0,a1,0.0,Beijing,S1
OSPF的哪个系统最需要改进？,distribution list? it would be better if non-cdl/csl bus could be showed.,Administrative Staff Professio,others,12.0,0.75,BU3,1.0,1.0,a1,0.0,Beijing,S1
OSPF的哪个系统最需要改进？,distribution list? it would be better if non-cdl/csl bus could be showed.,Administrative Staff Professio,others,12.0,0.75,BU3,1.0,1.0,a1,0.0,Beijing,S1
你有哪些工作中的小确幸?,不告诉你,Administrative Staff Professio,work,0.0,0.5,BU3,1.0,1.0,a1,0.0,Beijing,S1
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,设置专门的小朋友区域的想法很好，但是会不会略微有些不太结合实际？弱弱的觉得可操作性不强，没有办法达到预期效果，反而会造成人力资源和时间的浪费。,Business Operations Specialist,company management,1.0,0.5,BU3,1.0,1.0,a1,0.0,Beijing,S2
你最喜欢的Whitewater工具是什么？,"毫无疑问，目前大数据和人工智能是最好的方向，大数据可以学习hadoop,hbase,mapreduce,人工智能现了解各种算法的基本原理，在结合开源框架例如tensorflow进行实践",Portals & Collaboration Sols S,others,12.0,1.0,BU4,4.0,1.0,a3,1.0,Beijing,S7
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",ginni retire,Package Solution Consultant,IBM,3.0,0.5,BU4,3.0,1.0,a3,1.0,Shanghai,S9
Do you like our new Agile Open Office?,"sorry, i'm far away from the office at the cu side onsite so long time. it's real real sorry i can't response you as well.",IT Management Consultant,environment+agile,10.0,0.35,BU4,3.0,1.0,a3,1.0,Beijing,S2
我们新装修的Agile workspace， 你觉得还有味吗？,还可以，感觉没什么味道,Portals & Collaboration Sols S,environment+agile,10.0,0.5,BU4,2.0,1.0,a2,1.0,Beijing,S2
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,首先，不推荐在办公室带小朋友，如果建议：1.可以开放部分区域供小朋友玩耍；2.建议家长在假期期间给小朋友报个短期兴趣班；,Application Consultant,company management,1.0,0.5,BU4,2.0,1.0,a2,1.0,Guangzhou,S1
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",ibm to invest on people,Software Test Specialist,IBM,3.0,0.5,BU5,4.0,1.0,a5,1.0,Taipei,S20
Do you like our new Agile Open Office?,yes,Software Service Planner,environment+agile,10.0,1.0,BU5,4.0,0.0,a5,0.0,Taipei,S21
Do you like our new Agile Open Office?,"yes, it makes our org move fast",Software Architect,environment+agile,10.0,0.6,BU5,4.0,1.0,a4,1.0,Taipei,S17
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,人数多的话，成立育儿中心..要收费...,Software Architect,company management,1.0,0.5,BU5,4.0,1.0,a4,1.0,Taipei,S17
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？","listen to the customers, no matter a big customer or a small business",Software Architect,IBM,3.0,0.4375,BU5,4.0,1.0,a4,1.0,Taipei,S17
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,满足客户需求优先，同时研究新技术，如果新技术不能配合，用旧技术也无妨，但是要想到跟新技术的相容性,Software Architect,transformation,11.0,0.5,BU5,4.0,1.0,a4,1.0,Taipei,S17
你心目中的技术大牛是谁？那项技术？为什么？,"steven atkin, globalization",Software Architect,technique,2.0,0.5,BU5,4.0,1.0,a4,1.0,Taipei,S17
Do you like our new Agile Open Office?,yes,Software Designer,environment+agile,10.0,1.0,BU5,4.0,1.0,a2,1.0,Shanghai,S3
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",您的回答内容,Information Developer,IBM,3.0,0.5,BU5,4.0,0.0,a2,1.0,Shanghai,S11
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,2 hours weekly,Software Test Specialist,learn+technique,8.0,0.5,BU5,3.0,1.0,a5,1.0,Taipei,S16
你最喜欢的Whitewater工具是什么？,"safari books , slack",Software Test Specialist,others,12.0,0.5,BU5,3.0,1.0,a5,1.0,Taipei,S16
如何才能在Lab工作的每一天都有好心情,be positive,Software Test Specialist,work,0.0,0.6136363636363636,BU5,3.0,1.0,a5,1.0,Taipei,S16
Do you like this Jam?,it is very interesting and demostrate engineers' value,Software Test Specialist,jam/api/openwhisk,13.0,0.825,BU5,3.0,1.0,a5,1.0,Taipei,S16
请问你使用API批量回答问题，有成功吗？,有的,Software Test Specialist,jam/api/openwhisk,13.0,0.5,BU5,3.0,1.0,a5,1.0,Taipei,S16
你觉得这次使用API来回答问题的活动怎么样? 有culture transformation的感觉吗?,非常的不一样的文化冲击，不是制式的问卷,Software Test Specialist,jam/api/openwhisk,13.0,0.0,BU5,3.0,1.0,a5,1.0,Taipei,S16
阻碍你每天能够高效完成工作的原因有哪些?,jam 太多,Software Test Specialist,work,0.0,0.5,BU5,3.0,1.0,a4,0.0,Taipei,S7
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),保持对新技术的好奇与热忱,Software Test Specialist,engineer,6.0,1.0,BU5,3.0,1.0,a4,1.0,Taipei,S9
你最喜欢的Whitewater工具是什么？,"box, slack",Software Test Specialist,others,12.0,0.5,BU5,3.0,1.0,a4,1.0,Taipei,S9
你希望工作环境发生的一个小改变是什么？,能稍微活动筋骨的空间,Software Test Specialist,environment+agile,10.0,0.5,BU5,3.0,1.0,a4,1.0,Taipei,S9
 如果有的话，是什么激励着你每天充满热情来上班？或者现在没有，但如果有的话，你期待是什么？,"员工能发挥所长做他觉得有意义的事, 并对公司和社会有所帮助",Software Test Specialist,work,0.0,1.0,BU5,3.0,0.0,a4,1.0,Taipei,S10
nan,"有的, 跟我原本想用swagger接口呈现我们的api一样, open whisk去年work group的成果有用这个包装, 但是不是有用这个的具体场景我还没想明白",Software Test Specialist,,,0.75,BU5,3.0,1.0,a4,0.0,Taipei,S12
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,如果这样需求的同事很多，是不是可能大家集资在办公室的附近租个地方，找老师办暑期安亲教室，减少家长接送的负担，天天窝在办公室也不是办法,Software Test Specialist,company management,1.0,0.5,BU5,3.0,1.0,a4,0.0,Taipei,S12
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),think out of box,Software Test Specialist,engineer,6.0,0.5,BU5,3.0,1.0,a4,0.0,Taipei,S12
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",持续保持创新与学习的热情，做好每一个project,Software Test Specialist,IBM,3.0,1.0,BU5,3.0,1.0,a4,0.0,Taipei,S12
你最喜欢的Whitewater工具是什么？,safari books,Software Test Specialist,others,12.0,0.5,BU5,3.0,1.0,a4,0.0,Taipei,S12
你希望工作环境发生的一个小改变是什么？,更多部门间交流,Software Test Specialist,environment+agile,10.0,0.5,BU5,3.0,1.0,a4,0.0,Taipei,S12
Do you love IBM?,very much,Software Test Specialist,IBM,3.0,0.63,BU5,3.0,1.0,a4,0.0,Taipei,S12
